id,silencerID,chrom,start,end,size,method,cellline,tissue,organ,species,ngene,dgene,genome,strand
3588,HS_03038447,chr1,245474556,245474731,175,"High throughput",K562,Blood,Blood,"Homo sapiens",KIF26B,.,hg19,.
3589,HS_03038448,chr1,246533672,246533878,206,"High throughput",K562,Blood,Blood,"Homo sapiens",SMYD3,.,hg19,.
3590,HS_03038449,chr1,246671208,246671440,232,"High throughput",K562,Blood,Blood,"Homo sapiens",SMYD3,.,hg19,.
3591,HS_03038450,chr1,246679947,246680127,180,"High throughput",K562,Blood,Blood,"Homo sapiens",SMYD3,.,hg19,.
3594,HS_03038453,chr1,247208766,247208933,167,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNF670-ZNF695,.,hg19,.
3596,HS_03038455,chr1,247374101,247374360,259,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNF124,.,hg19,.
3599,HS_03038458,chr1,247634472,247634665,193,"High throughput",K562,Blood,Blood,"Homo sapiens",OR2B11,.,hg19,.
3600,HS_03038459,chr1,247802967,247803165,198,"High throughput",K562,Blood,Blood,"Homo sapiens",OR13G1,.,hg19,.
3601,HS_03038460,chr1,248616387,248616588,201,"High throughput",K562,Blood,Blood,"Homo sapiens",OR2T2,.,hg19,.
3605,HS_03038464,chr2,3131179,3131343,164,"High throughput",K562,Blood,Blood,"Homo sapiens",EIPR1,.,hg19,.
3606,HS_03038465,chr2,3310431,3310601,170,"High throughput",K562,Blood,Blood,"Homo sapiens",EIPR1,.,hg19,.
3607,HS_03038466,chr2,3358809,3358982,173,"High throughput",K562,Blood,Blood,"Homo sapiens",EIPR1,.,hg19,.
3608,HS_03038467,chr2,3437307,3437557,250,"High throughput",K562,Blood,Blood,"Homo sapiens",TRAPPC12,.,hg19,.
3612,HS_03038471,chr2,4241556,4242093,537,"High throughput",K562,Blood,Blood,"Homo sapiens",DCDC2C,.,hg19,.
3613,HS_03038472,chr2,4972372,4972579,207,"High throughput",K562,Blood,Blood,"Homo sapiens",SOX11,.,hg19,.
3614,HS_03038473,chr2,5567196,5567371,175,"High throughput",K562,Blood,Blood,"Homo sapiens",SOX11,.,hg19,.
3618,HS_03038477,chr2,7318185,7318351,166,"High throughput",K562,Blood,Blood,"Homo sapiens",RNF144A,.,hg19,.
3620,HS_03038479,chr2,7981304,7981492,188,"High throughput",K562,Blood,Blood,"Homo sapiens",RNF144A,.,hg19,.
3621,HS_03038480,chr2,8098775,8098955,180,"High throughput",K562,Blood,Blood,"Homo sapiens",ID2,.,hg19,.
3624,HS_03038483,chr2,9269636,9269796,160,"High throughput",K562,Blood,Blood,"Homo sapiens",ASAP2,.,hg19,.
3625,HS_03038484,chr2,9346477,9346660,183,"High throughput",K562,Blood,Blood,"Homo sapiens",ASAP2,.,hg19,.
3626,HS_03038485,chr2,9974742,9974950,208,"High throughput",K562,Blood,Blood,"Homo sapiens",TAF1B,.,hg19,.
3627,HS_03038486,chr2,10073172,10073377,205,"High throughput",K562,Blood,Blood,"Homo sapiens",TAF1B,.,hg19,.
3628,HS_03038487,chr2,10078385,10078724,339,"High throughput",K562,Blood,Blood,"Homo sapiens",TAF1B,.,hg19,.
3629,HS_03038488,chr2,10170473,10170643,170,"High throughput",K562,Blood,Blood,"Homo sapiens",KLF11,.,hg19,.
3630,HS_03038489,chr2,10262327,10262827,500,"High throughput",K562,Blood,Blood,"Homo sapiens",RRM2,KLF11,hg19,.
3631,HS_03038490,chr2,10443229,10443426,197,"High throughput",K562,Blood,Blood,"Homo sapiens",HPCAL1,HPCAL1,hg19,.
3632,HS_03038491,chr2,10586390,10586619,229,"High throughput",K562,Blood,Blood,"Homo sapiens",ODC1,.,hg19,.
3633,HS_03038492,chr2,10618316,10618506,190,"High throughput",K562,Blood,Blood,"Homo sapiens",ODC1,.,hg19,.
3634,HS_03038493,chr2,10877794,10877974,180,"High throughput",K562,Blood,Blood,"Homo sapiens",ATP6V1C2,.,hg19,.
3635,HS_03038494,chr2,10911826,10911981,155,"High throughput",K562,Blood,Blood,"Homo sapiens",ATP6V1C2,.,hg19,.
3637,HS_03038496,chr2,11589453,11589714,261,"High throughput",K562,Blood,Blood,"Homo sapiens",E2F6,.,hg19,.
3638,HS_03038497,chr2,11738736,11738940,204,"High throughput",K562,Blood,Blood,"Homo sapiens",GREB1,.,hg19,.
3639,HS_03038498,chr2,12804005,12804220,215,"High throughput",K562,Blood,Blood,"Homo sapiens",TRIB2,.,hg19,.
3640,HS_03038499,chr2,14472914,14473113,199,"High throughput",K562,Blood,Blood,"Homo sapiens",LRATD1,.,hg19,.
3641,HS_03038500,chr2,15213063,15213219,156,"High throughput",K562,Blood,Blood,"Homo sapiens",NBAS,.,hg19,.
3642,HS_03038501,chr2,15315340,15315550,210,"High throughput",K562,Blood,Blood,"Homo sapiens",NBAS,.,hg19,.
3643,HS_03038502,chr2,15606309,15606502,193,"High throughput",K562,Blood,Blood,"Homo sapiens",NBAS,.,hg19,.
3644,HS_03038503,chr2,15672530,15672745,215,"High throughput",K562,Blood,Blood,"Homo sapiens",NBAS,DDX1,hg19,.
3646,HS_03038505,chr2,16140957,16141151,194,"High throughput",K562,Blood,Blood,"Homo sapiens",MYCN,.,hg19,.
3648,HS_03038507,chr2,16618830,16619015,185,"High throughput",K562,Blood,Blood,"Homo sapiens",CYRIA,.,hg19,.
3651,HS_03038510,chr2,18256560,18256766,206,"High throughput",K562,Blood,Blood,"Homo sapiens",KCNS3,.,hg19,.
3653,HS_03038512,chr2,20440896,20441042,146,"High throughput",K562,Blood,Blood,"Homo sapiens",PUM2,PUM2,hg19,.
3655,HS_03038514,chr2,20893576,20893760,184,"High throughput",K562,Blood,Blood,"Homo sapiens",LDAH,.,hg19,.
3656,HS_03038515,chr2,21488316,21488485,169,"High throughput",K562,Blood,Blood,"Homo sapiens",TDRD15,.,hg19,.
3657,HS_03038516,chr2,22451969,22452142,173,"High throughput",K562,Blood,Blood,"Homo sapiens",TDRD15,.,hg19,.
3658,HS_03038517,chr2,23786903,23787264,361,"High throughput",K562,Blood,Blood,"Homo sapiens",KLHL29,.,hg19,.
3659,HS_03038518,chr2,23805267,23805410,143,"High throughput",K562,Blood,Blood,"Homo sapiens",KLHL29,.,hg19,.
3660,HS_03038519,chr2,24163143,24163338,195,"High throughput",K562,Blood,Blood,"Homo sapiens",UBXN2A,.,hg19,.
3661,HS_03038520,chr2,24276709,24276900,191,"High throughput",K562,Blood,Blood,"Homo sapiens",MFSD2B,.,hg19,.
3662,HS_03038521,chr2,24714093,24714251,158,"High throughput",K562,Blood,Blood,"Homo sapiens",NCOA1,.,hg19,.
3663,HS_03038522,chr2,25293144,25293286,142,"High throughput",K562,Blood,Blood,"Homo sapiens",EFR3B,.,hg19,.
3664,HS_03038523,chr2,25320574,25320751,177,"High throughput",K562,Blood,Blood,"Homo sapiens",EFR3B,.,hg19,.
3666,HS_03038525,chr2,25724405,25724507,102,"High throughput",K562,Blood,Blood,"Homo sapiens",DTNB,.,hg19,.
3667,HS_03038526,chr2,25827447,25827680,233,"High throughput",K562,Blood,Blood,"Homo sapiens",DTNB,.,hg19,.
3669,HS_03038528,chr2,26387836,26388007,171,"High throughput",K562,Blood,Blood,"Homo sapiens",GAREM2,.,hg19,.
3670,HS_03038529,chr2,26712674,26712916,242,"High throughput",K562,Blood,Blood,"Homo sapiens",OTOF,.,hg19,.
3671,HS_03038530,chr2,26744163,26744328,165,"High throughput",K562,Blood,Blood,"Homo sapiens",OTOF,OTOF,hg19,.
3672,HS_03038531,chr2,26888285,26888441,156,"High throughput",K562,Blood,Blood,"Homo sapiens",CIB4,.,hg19,.
3673,HS_03038532,chr2,26894826,26895015,189,"High throughput",K562,Blood,Blood,"Homo sapiens",KCNK3,.,hg19,.
3674,HS_03038533,chr2,27324471,27324650,179,"High throughput",K562,Blood,Blood,"Homo sapiens",CGREF1,.,hg19,.
3675,HS_03038534,chr2,27472750,27472930,180,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC30A3,.,hg19,.
3677,HS_03038536,chr2,28348386,28348576,190,"High throughput",K562,Blood,Blood,"Homo sapiens",BABAM2,.,hg19,.
3678,HS_03038537,chr2,28616548,28616724,176,"High throughput",K562,Blood,Blood,"Homo sapiens",FOSL2,FOSL2,hg19,.
3679,HS_03038538,chr2,28830253,28830420,167,"High throughput",K562,Blood,Blood,"Homo sapiens",PLB1,.,hg19,.
3681,HS_03038540,chr2,28978040,28978253,213,"High throughput",K562,Blood,Blood,"Homo sapiens",PPP1CB,.,hg19,.
3682,HS_03038541,chr2,29105260,29105423,163,"High throughput",K562,Blood,Blood,"Homo sapiens",TRMT61B,TRMT61B,hg19,.
3683,HS_03038542,chr2,29729319,29729514,195,"High throughput",K562,Blood,Blood,"Homo sapiens",ALK,.,hg19,.
3686,HS_03038545,chr2,30517185,30517355,170,"High throughput",K562,Blood,Blood,"Homo sapiens",LBH,.,hg19,.
3687,HS_03038546,chr2,31623181,31623381,200,"High throughput",K562,Blood,Blood,"Homo sapiens",XDH,.,hg19,.
3689,HS_03038548,chr2,32521211,32521404,193,"High throughput",K562,Blood,Blood,"Homo sapiens",YIPF4,.,hg19,.
3690,HS_03038549,chr2,32586084,32586282,198,"High throughput",K562,Blood,Blood,"Homo sapiens",BIRC6,YIPF4,hg19,.
3691,HS_03038550,chr2,32662063,32662288,225,"High throughput",K562,Blood,Blood,"Homo sapiens",BIRC6,.,hg19,.
3693,HS_03038552,chr2,33534151,33534349,198,"High throughput",K562,Blood,Blood,"Homo sapiens",LTBP1,.,hg19,.
3694,HS_03038553,chr2,35800315,35800483,168,"High throughput",K562,Blood,Blood,"Homo sapiens",CRIM1,.,hg19,.
3695,HS_03038554,chr2,37189639,37189834,195,"High throughput",K562,Blood,Blood,"Homo sapiens",STRN,.,hg19,.
3696,HS_03038555,chr2,37230067,37230233,166,"High throughput",K562,Blood,Blood,"Homo sapiens",HEATR5B,.,hg19,.
3697,HS_03038556,chr2,38207514,38207877,363,"High throughput",K562,Blood,Blood,"Homo sapiens",RMDN2,.,hg19,.
3701,HS_03038560,chr2,39369213,39369397,184,"High throughput",K562,Blood,Blood,"Homo sapiens",SOS1,.,hg19,.
3703,HS_03038562,chr2,39596426,39596599,173,"High throughput",K562,Blood,Blood,"Homo sapiens",MAP4K3,.,hg19,.
3704,HS_03038563,chr2,39742467,39742687,220,"High throughput",K562,Blood,Blood,"Homo sapiens",MAP4K3,.,hg19,.
3705,HS_03038564,chr2,40978387,40978561,174,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC8A1,.,hg19,.
3707,HS_03038566,chr2,42259535,42259721,186,"High throughput",K562,Blood,Blood,"Homo sapiens",PKDCC,.,hg19,.
3708,HS_03038567,chr2,42296167,42296331,164,"High throughput",K562,Blood,Blood,"Homo sapiens",PKDCC,.,hg19,.
3709,HS_03038568,chr2,43379975,43380123,148,"High throughput",K562,Blood,Blood,"Homo sapiens",ZFP36L2,.,hg19,.
3711,HS_03038570,chr2,43414432,43414602,170,"High throughput",K562,Blood,Blood,"Homo sapiens",ZFP36L2,.,hg19,.
3712,HS_03038571,chr2,43809645,43809864,219,"High throughput",K562,Blood,Blood,"Homo sapiens",THADA,.,hg19,.
3715,HS_03038574,chr2,44148324,44148425,101,"High throughput",K562,Blood,Blood,"Homo sapiens",LRPPRC,.,hg19,.
3716,HS_03038575,chr2,44558969,44559142,173,"High throughput",K562,Blood,Blood,"Homo sapiens",PREPL,.,hg19,.
3717,HS_03038576,chr2,45089860,45089961,101,"High throughput",K562,Blood,Blood,"Homo sapiens",SIX3,.,hg19,.
3719,HS_03038578,chr2,45899906,45900117,211,"High throughput",K562,Blood,Blood,"Homo sapiens",PRKCE,.,hg19,.
3721,HS_03038580,chr2,46395156,46395343,187,"High throughput",K562,Blood,Blood,"Homo sapiens",PRKCE,.,hg19,.
3722,HS_03038581,chr2,46813126,46813309,183,"High throughput",K562,Blood,Blood,"Homo sapiens",PIGF,.,hg19,.
3723,HS_03038582,chr2,46908587,46908781,194,"High throughput",K562,Blood,Blood,"Homo sapiens",SOCS5,.,hg19,.
3724,HS_03038583,chr2,47043065,47043329,264,"High throughput",K562,Blood,Blood,"Homo sapiens",SOCS5,.,hg19,.
3725,HS_03038584,chr2,47117443,47117627,184,"High throughput",K562,Blood,Blood,"Homo sapiens",MCFD2,.,hg19,.
3727,HS_03038586,chr2,47278786,47278992,206,"High throughput",K562,Blood,Blood,"Homo sapiens",TTC7A,.,hg19,.
3728,HS_03038587,chr2,47402802,47402952,150,"High throughput",K562,Blood,Blood,"Homo sapiens",AC073283.3,.,hg19,.
3730,HS_03038589,chr2,47699841,47700005,164,"High throughput",K562,Blood,Blood,"Homo sapiens",MSH2,.,hg19,.
3732,HS_03038591,chr2,48008525,48008706,181,"High throughput",K562,Blood,Blood,"Homo sapiens",MSH6,.,hg19,.
3734,HS_03038593,chr2,48617307,48617446,139,"High throughput",K562,Blood,Blood,"Homo sapiens",FOXN2,.,hg19,.
3737,HS_03038596,chr2,53230980,53231182,202,"High throughput",K562,Blood,Blood,"Homo sapiens",ASB3,.,hg19,.
3738,HS_03038597,chr2,54019308,54019522,214,"High throughput",K562,Blood,Blood,"Homo sapiens",ASB3,.,hg19,.
3740,HS_03038599,chr2,54197973,54198134,161,"High throughput",K562,Blood,Blood,"Homo sapiens",PSME4,.,hg19,.
3741,HS_03038600,chr2,54725305,54725489,184,"High throughput",K562,Blood,Blood,"Homo sapiens",SPTBN1,.,hg19,.
3743,HS_03038602,chr2,55201598,55201799,201,"High throughput",K562,Blood,Blood,"Homo sapiens",RTN4,.,hg19,.
3744,HS_03038603,chr2,55935598,55935772,174,"High throughput",K562,Blood,Blood,"Homo sapiens",PNPT1,.,hg19,.
3745,HS_03038604,chr2,55944176,55944368,192,"High throughput",K562,Blood,Blood,"Homo sapiens",PNPT1,.,hg19,.
3746,HS_03038605,chr2,59269296,59269445,149,"High throughput",K562,Blood,Blood,"Homo sapiens",FANCL,.,hg19,.
3747,HS_03038606,chr2,60433923,60434131,208,"High throughput",K562,Blood,Blood,"Homo sapiens",BCL11A,.,hg19,.
3748,HS_03038607,chr2,60549375,60549626,251,"High throughput",K562,Blood,Blood,"Homo sapiens",BCL11A,.,hg19,.
3751,HS_03038610,chr2,61058180,61058409,229,"High throughput",K562,Blood,Blood,"Homo sapiens",PAPOLG,.,hg19,.
3753,HS_03038612,chr2,61657175,61657369,194,"High throughput",K562,Blood,Blood,"Homo sapiens",USP34,.,hg19,.
3754,HS_03038613,chr2,62020762,62020965,203,"High throughput",K562,Blood,Blood,"Homo sapiens",FAM161A,.,hg19,.
3755,HS_03038614,chr2,64872345,64872515,170,"High throughput",K562,Blood,Blood,"Homo sapiens",SERTAD2,.,hg19,.
3756,HS_03038615,chr2,65087040,65087243,203,"High throughput",K562,Blood,Blood,"Homo sapiens",SERTAD2,.,hg19,.
3757,HS_03038616,chr2,65103167,65103373,206,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC1A4,.,hg19,.
3758,HS_03038617,chr2,65131242,65131436,194,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC1A4,.,hg19,.
3759,HS_03038618,chr2,65277603,65277775,172,"High throughput",K562,Blood,Blood,"Homo sapiens",CEP68,.,hg19,.
3760,HS_03038619,chr2,65522924,65523106,182,"High throughput",K562,Blood,Blood,"Homo sapiens",SPRED2,ACTR2,hg19,.
3761,HS_03038620,chr2,65663730,65663888,158,"High throughput",K562,Blood,Blood,"Homo sapiens",SPRED2,.,hg19,.
3762,HS_03038621,chr2,65927762,65927952,190,"High throughput",K562,Blood,Blood,"Homo sapiens",SPRED2,.,hg19,.
3765,HS_03038624,chr2,69098345,69098505,160,"High throughput",K562,Blood,Blood,"Homo sapiens",BMP10,.,hg19,.
3766,HS_03038625,chr2,69199258,69199490,232,"High throughput",K562,Blood,Blood,"Homo sapiens",GKN1,.,hg19,.
3767,HS_03038626,chr2,70057281,70057456,175,"High throughput",K562,Blood,Blood,"Homo sapiens",GMCL1,.,hg19,.
3768,HS_03038627,chr2,70224580,70224834,254,"High throughput",K562,Blood,Blood,"Homo sapiens",ASPRV1,.,hg19,.
3769,HS_03038628,chr2,71384714,71384875,161,"High throughput",K562,Blood,Blood,"Homo sapiens",MPHOSPH10,.,hg19,.
3770,HS_03038629,chr2,71678052,71678238,186,"High throughput",K562,Blood,Blood,"Homo sapiens",DYSF,.,hg19,.
3773,HS_03038632,chr2,72378306,72378481,175,"High throughput",K562,Blood,Blood,"Homo sapiens",CYP26B1,.,hg19,.
3776,HS_03038635,chr2,73115417,73115591,174,"High throughput",K562,Blood,Blood,"Homo sapiens",SPR,.,hg19,.
3779,HS_03038638,chr2,73390968,73391162,194,"High throughput",K562,Blood,Blood,"Homo sapiens",RAB11FIP5,PRADC1,hg19,.
3780,HS_03038639,chr2,73421928,73422097,169,"High throughput",K562,Blood,Blood,"Homo sapiens",NOTO,CCT7,hg19,.
3784,HS_03038643,chr2,74211958,74212156,198,"High throughput",K562,Blood,Blood,"Homo sapiens",TET3,.,hg19,.
3786,HS_03038645,chr2,74403666,74403858,192,"High throughput",K562,Blood,Blood,"Homo sapiens",MOB1A,MTHFD2,hg19,.
3787,HS_03038646,chr2,74513902,74514036,134,"High throughput",K562,Blood,Blood,"Homo sapiens",AC006030.1,.,hg19,.
3788,HS_03038647,chr2,75017750,75017897,147,"High throughput",K562,Blood,Blood,"Homo sapiens",HK2,.,hg19,.
3789,HS_03038648,chr2,75064334,75064491,157,"High throughput",K562,Blood,Blood,"Homo sapiens",HK2,.,hg19,.
3790,HS_03038649,chr2,75319672,75319876,204,"High throughput",K562,Blood,Blood,"Homo sapiens",TACR1,.,hg19,.
3791,HS_03038650,chr2,75444809,75444984,175,"High throughput",K562,Blood,Blood,"Homo sapiens",TACR1,.,hg19,.
3792,HS_03038651,chr2,77648449,77648664,215,"High throughput",K562,Blood,Blood,"Homo sapiens",LRRTM4,.,hg19,.
3793,HS_03038652,chr2,78750964,78751194,230,"High throughput",K562,Blood,Blood,"Homo sapiens",REG3G,.,hg19,.
3794,HS_03038653,chr2,80709895,80710095,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CTNNA2,.,hg19,.
3795,HS_03038654,chr2,85408515,85408652,137,"High throughput",K562,Blood,Blood,"Homo sapiens",TCF7L1,.,hg19,.
3796,HS_03038655,chr2,85740471,85740650,179,"High throughput",K562,Blood,Blood,"Homo sapiens",MAT2A,C2orf68,hg19,.
3797,HS_03038656,chr2,85754312,85754503,191,"High throughput",K562,Blood,Blood,"Homo sapiens",MAT2A,.,hg19,.
3798,HS_03038657,chr2,85838960,85839341,381,"High throughput",K562,Blood,Blood,"Homo sapiens",USP39,.,hg19,.
3799,HS_03038658,chr2,85839517,85839689,172,"High throughput",K562,Blood,Blood,"Homo sapiens",USP39,.,hg19,.
3800,HS_03038659,chr2,85977783,85978003,220,"High throughput",K562,Blood,Blood,"Homo sapiens",ATOH8,.,hg19,.
3804,HS_03038663,chr2,87463668,87463855,187,"High throughput",K562,Blood,Blood,"Homo sapiens",PLGLB1,.,hg19,.
3805,HS_03038664,chr2,87540631,87540807,176,"High throughput",K562,Blood,Blood,"Homo sapiens",PLGLB1,.,hg19,.
3809,HS_03038668,chr2,95609034,95609219,185,"High throughput",K562,Blood,Blood,"Homo sapiens",TEKT4,.,hg19,.
3811,HS_03038670,chr2,96008733,96008969,236,"High throughput",K562,Blood,Blood,"Homo sapiens",KCNIP3,.,hg19,.
3812,HS_03038671,chr2,96047731,96047930,199,"High throughput",K562,Blood,Blood,"Homo sapiens",KCNIP3,.,hg19,.
3813,HS_03038672,chr2,97427000,97427183,183,"High throughput",K562,Blood,Blood,"Homo sapiens",CNNM4,ANKRD39,hg19,.
3814,HS_03038673,chr2,97510949,97511138,189,"High throughput",K562,Blood,Blood,"Homo sapiens",ANKRD23,.,hg19,.
3815,HS_03038674,chr2,97564470,97564614,144,"High throughput",K562,Blood,Blood,"Homo sapiens",FAM178B,.,hg19,.
3816,HS_03038675,chr2,98327684,98327873,189,"High throughput",K562,Blood,Blood,"Homo sapiens",ZAP70,.,hg19,.
3817,HS_03038676,chr2,98810042,98810239,197,"High throughput",K562,Blood,Blood,"Homo sapiens",VWA3B,.,hg19,.
3819,HS_03038678,chr2,99004561,99004748,187,"High throughput",K562,Blood,Blood,"Homo sapiens",CNGA3,.,hg19,.
3821,HS_03038680,chr2,99190711,99190893,182,"High throughput",K562,Blood,Blood,"Homo sapiens",INPP4A,COA5,hg19,.
3823,HS_03038682,chr2,99797856,99798028,172,"High throughput",K562,Blood,Blood,"Homo sapiens",AC079447.1,TSGA10,hg19,.
3824,HS_03038683,chr2,101601340,101601535,195,"High throughput",K562,Blood,Blood,"Homo sapiens",NPAS2,.,hg19,.
3825,HS_03038684,chr2,102304849,102305051,202,"High throughput",K562,Blood,Blood,"Homo sapiens",MAP4K4,.,hg19,.
3827,HS_03038686,chr2,102775959,102776153,194,"High throughput",K562,Blood,Blood,"Homo sapiens",IL1R1,.,hg19,.
3828,HS_03038687,chr2,103257402,103257630,228,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC9A2,.,hg19,.
3829,HS_03038688,chr2,103785519,103785622,103,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM182,.,hg19,.
3830,HS_03038689,chr2,103898787,103898965,178,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM182,.,hg19,.
3831,HS_03038690,chr2,106093757,106093969,212,"High throughput",K562,Blood,Blood,"Homo sapiens",FHL2,.,hg19,.
3832,HS_03038691,chr2,106315285,106315464,179,"High throughput",K562,Blood,Blood,"Homo sapiens",NCK2,.,hg19,.
3833,HS_03038692,chr2,107056244,107056460,216,"High throughput",K562,Blood,Blood,"Homo sapiens",RGPD3,.,hg19,.
3834,HS_03038693,chr2,107084140,107084332,192,"High throughput",K562,Blood,Blood,"Homo sapiens",RGPD3,.,hg19,.
3835,HS_03038694,chr2,107206419,107206639,220,"High throughput",K562,Blood,Blood,"Homo sapiens",CD8B2,.,hg19,.
3836,HS_03038695,chr2,107370890,107371106,216,"High throughput",K562,Blood,Blood,"Homo sapiens",ST6GAL2,.,hg19,.
3838,HS_03038697,chr2,108321385,108321583,198,"High throughput",K562,Blood,Blood,"Homo sapiens",RGPD4,.,hg19,.
3840,HS_03038699,chr2,109407142,109407316,174,"High throughput",K562,Blood,Blood,"Homo sapiens",CCDC138,.,hg19,.
3841,HS_03038700,chr2,109705183,109705390,207,"High throughput",K562,Blood,Blood,"Homo sapiens",SH3RF3,.,hg19,.
3843,HS_03038702,chr2,109891529,109891729,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SH3RF3,.,hg19,.
3846,HS_03038705,chr2,111731587,111731774,187,"High throughput",K562,Blood,Blood,"Homo sapiens",ACOXL,.,hg19,.
3847,HS_03038706,chr2,112471559,112471779,220,"High throughput",K562,Blood,Blood,"Homo sapiens",ANAPC1,.,hg19,.
3848,HS_03038707,chr2,112818151,112818365,214,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM87B,.,hg19,.
3849,HS_03038708,chr2,113448691,113448877,186,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC20A1,.,hg19,.
3850,HS_03038709,chr2,114341397,114341581,184,"High throughput",K562,Blood,Blood,"Homo sapiens",RABL2A,.,hg19,.
3851,HS_03038710,chr2,115312469,115312655,186,"High throughput",K562,Blood,Blood,"Homo sapiens",DPP10,.,hg19,.
3855,HS_03038714,chr2,120981014,120981174,160,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM185B,.,hg19,.
3856,HS_03038715,chr2,121209011,121209167,156,"High throughput",K562,Blood,Blood,"Homo sapiens",FLJ14816,.,hg19,.
3859,HS_03038718,chr2,122205649,122205872,223,"High throughput",K562,Blood,Blood,"Homo sapiens",CLASP1,.,hg19,.
3860,HS_03038719,chr2,127822362,127822830,468,"High throughput",K562,Blood,Blood,"Homo sapiens",BIN1,.,hg19,.
3861,HS_03038720,chr2,127849722,127849889,167,"High throughput",K562,Blood,Blood,"Homo sapiens",BIN1,.,hg19,.
3862,HS_03038721,chr2,128284386,128284559,173,"High throughput",K562,Blood,Blood,"Homo sapiens",IWS1,.,hg19,.
3863,HS_03038722,chr2,128960126,128960359,233,"High throughput",K562,Blood,Blood,"Homo sapiens",UGGT1,.,hg19,.
3866,HS_03038725,chr2,130499126,130499322,196,"High throughput",K562,Blood,Blood,"Homo sapiens",RAB6C,.,hg19,.
3867,HS_03038726,chr2,130645385,130645622,237,"High throughput",K562,Blood,Blood,"Homo sapiens",RAB6C,.,hg19,.
3869,HS_03038728,chr2,131706954,131707281,327,"High throughput",K562,Blood,Blood,"Homo sapiens",ARHGEF4,.,hg19,.
3871,HS_03038730,chr2,132171454,132171700,246,"High throughput",K562,Blood,Blood,"Homo sapiens",RAB6D,.,hg19,.
3872,HS_03038731,chr2,132349769,132349979,210,"High throughput",K562,Blood,Blood,"Homo sapiens",CCDC74A,.,hg19,.
3873,HS_03038732,chr2,135318760,135318939,179,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM163,.,hg19,.
3874,HS_03038733,chr2,135980911,135981075,164,"High throughput",K562,Blood,Blood,"Homo sapiens",ZRANB3,.,hg19,.
3875,HS_03038734,chr2,136846458,136846659,201,"High throughput",K562,Blood,Blood,"Homo sapiens",CXCR4,.,hg19,.
3876,HS_03038735,chr2,137240685,137240943,258,"High throughput",K562,Blood,Blood,"Homo sapiens",THSD7B,.,hg19,.
3878,HS_03038737,chr2,137605714,137605949,235,"High throughput",K562,Blood,Blood,"Homo sapiens",THSD7B,.,hg19,.
3879,HS_03038738,chr2,139579897,139580098,201,"High throughput",K562,Blood,Blood,"Homo sapiens",NXPH2,.,hg19,.
3880,HS_03038739,chr2,146248222,146248369,147,"High throughput",K562,Blood,Blood,"Homo sapiens",ZEB2,.,hg19,.
3882,HS_03038741,chr2,148467255,148467464,209,"High throughput",K562,Blood,Blood,"Homo sapiens",ACVR2A,.,hg19,.
3883,HS_03038742,chr2,149300377,149300570,193,"High throughput",K562,Blood,Blood,"Homo sapiens",MBD5,.,hg19,.
3884,HS_03038743,chr2,149596595,149596791,196,"High throughput",K562,Blood,Blood,"Homo sapiens",KIF5C,.,hg19,.
3885,HS_03038744,chr2,150973602,150973830,228,"High throughput",K562,Blood,Blood,"Homo sapiens",RND3,.,hg19,.
3886,HS_03038745,chr2,152770214,152770417,203,"High throughput",K562,Blood,Blood,"Homo sapiens",AC068547.1,.,hg19,.
3888,HS_03038747,chr2,157031916,157032139,223,"High throughput",K562,Blood,Blood,"Homo sapiens",NR4A2,.,hg19,.
3889,HS_03038748,chr2,159251719,159251872,153,"High throughput",K562,Blood,Blood,"Homo sapiens",CCDC148,.,hg19,.
3890,HS_03038749,chr2,159736430,159736541,111,"High throughput",K562,Blood,Blood,"Homo sapiens",DAPL1,.,hg19,.
3892,HS_03038751,chr2,160143174,160143343,169,"High throughput",K562,Blood,Blood,"Homo sapiens",WDSUB1,.,hg19,.
3893,HS_03038752,chr2,160761228,160761469,241,"High throughput",K562,Blood,Blood,"Homo sapiens",LY75,.,hg19,.
3894,HS_03038753,chr2,161350566,161350745,179,"High throughput",K562,Blood,Blood,"Homo sapiens",RBMS1,.,hg19,.
3895,HS_03038754,chr2,162254028,162254187,159,"High throughput",K562,Blood,Blood,"Homo sapiens",PSMD14,.,hg19,.
3897,HS_03038756,chr2,165027147,165027366,219,"High throughput",K562,Blood,Blood,"Homo sapiens",GRB14,.,hg19,.
3900,HS_03038759,chr2,169977784,169977942,158,"High throughput",K562,Blood,Blood,"Homo sapiens",LRP2,.,hg19,.
3903,HS_03038762,chr2,170308062,170308217,155,"High throughput",K562,Blood,Blood,"Homo sapiens",BBS5,.,hg19,.
